Reaction_No,substrate_pair,Ligand_Short_Hand,Catalyst_1_Short_Hand,Reagent_1_Short_Hand,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,row_index,model,label,y_true,y_pred,y_std,lower_95,upper_95,incumbent_yield,expected_improvement,recommendation_number,best_yield_found,best_available_test_yield,simple_regret
2838,1a_2b,CataCXium A,Pd(OAc)2,KOH,THF,33.61,1893,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,33.61,40.31343273571903,12.935854396909663,14.959158117776095,65.66770735366197,77.13,0.007384445097893252,12,92.16,92.16,0.0
2994,1a_2b,CataCXium A,Pd(OAc)2,NaHCO3,MeOH,16.27,1997,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,16.27,40.30071324836139,12.656016086985616,15.494921717869584,65.10650477885319,77.13,0.005773982796271636,13,92.16,92.16,0.0
2935,1a_2b,SPhos,Pd(OAc)2,KOH,DMF,13.53,1958,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,13.53,33.927988650074454,14.366776063014385,5.769107566566262,62.086869733582645,77.13,0.004731678327166686,14,92.16,92.16,0.0
3021,1a_2b,XPhos,Pd(OAc)2,K3PO4,MeOH,51.75,2015,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,51.75,38.45456085789464,12.769466332559885,13.426406846077267,63.48271486971201,77.13,0.00383147696806789,15,92.16,92.16,0.0
2694,1a_2b,CataCXium A,Pd(OAc)2,NaOH,MeCN,15.97,1797,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,15.97,34.29240257695341,13.988435800886261,6.875068407216336,61.70973674669048,77.13,0.0037641726152955676,16,92.16,92.16,0.0
2836,1a_2b,P(Cy)3,Pd(OAc)2,KOH,THF,46.21,1891,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,46.21,32.95512890292023,13.851738428138379,5.805721583769007,60.10453622207145,77.13,0.002336190372961504,17,92.16,92.16,0.0
2845,1a_2b,P(tBu)3,Pd(OAc)2,LiOtBu,THF,52.95,1896,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,52.95,35.91186584109899,12.750471983302813,10.920940753825473,60.9027909283725,77.13,0.0018049657070414726,18,92.16,92.16,0.0
2812,1a_2b,P(Cy)3,Pd(OAc)2,CsF,THF,43.78,1875,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,43.78,36.15826994717575,12.401677930275747,11.850981203835282,60.46555869051621,77.13,0.0013340567936071489,19,92.16,92.16,0.0
2871,1a_2b,AmPhos,Pd(OAc)2,None,THF,31.05,1914,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,31.05,30.329810749544006,13.83621593260359,3.2108275216409687,57.44879397744704,77.13,0.0011153137338414734,20,92.16,92.16,0.0
4558,1a_2c,XPhos,Pd(OAc)2,LiOtBu,MeOH,59.08,3039,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,59.08,48.45364750009636,12.75488547058034,23.454071977758893,73.45322302243383,49.99,4.134999366390891,1,59.08,59.08,0.0
4544,1a_2c,SPhos,Pd(OAc)2,KOH,MeOH,41.19,3030,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,41.19,40.41559149126629,12.655531357512817,15.610750030541169,65.22043295199141,49.99,1.5319113621442386,2,59.08,59.08,0.0
4325,1a_2c,P(Cy)3,Pd(OAc)2,None,THF,18.72,2883,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,18.72,35.48881959556871,12.360986293205407,11.261286460886108,59.7163527302513,49.99,0.6743707637219598,3,59.08,59.08,0.0
4370,1a_2c,P(tBu)3,Pd(OAc)2,NaHCO3,THF,15.38,2912,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,15.38,31.132936381645617,14.02838580675614,3.6373002004035833,58.628572562887655,49.99,0.537653312617232,4,59.08,59.08,0.0
4322,1a_2c,P(tBu)3,Pd(OAc)2,None,THF,15.0,2880,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,15.0,32.323102052139916,12.897074304762919,7.044836414804596,57.60136768947524,49.99,0.46401948803414594,5,59.08,59.08,0.0
4364,1a_2c,SPhos,Pd(OAc)2,LiOtBu,THF,15.93,2910,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,15.93,32.722650936246936,12.609010705324227,8.00898995381145,57.43631191868242,49.99,0.45316129022009966,6,59.08,59.08,0.0
4567,1a_2c,CataCXium A,Pd(OAc)2,NaHCO3,MeOH,7.73,3045,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,7.73,29.977726944996213,14.002171856033886,2.533470107169798,57.42198378282263,49.99,0.4442946761771567,7,59.08,59.08,0.0
4554,1a_2c,P(o-Tol)3,Pd(OAc)2,LiOtBu,MeOH,15.16,3036,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,15.16,28.03866192660715,14.625708619274144,-0.6277269671701724,56.70505082038447,49.99,0.395519517087485,8,59.08,59.08,0.0
4602,1a_2c,P(o-Tol)3,Pd(OAc)2,K3PO4,MeOH,17.83,3068,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,17.83,33.24931520757695,11.91450318251381,9.896888969849883,56.601741445304015,49.99,0.3935584599587525,9,59.08,59.08,0.0
4601,1a_2c,P(Cy)3,Pd(OAc)2,K3PO4,MeOH,21.39,3067,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,21.39,31.382442726167987,12.637203683543683,6.613523506422368,56.15136194591361,49.99,0.36033511473322744,10,59.08,59.08,0.0
4226,1a_2c,P(tBu)3,Pd(OAc)2,None,MeCN,16.56,2816,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,16.56,29.82103684665329,13.233733765529342,3.8829186662157795,55.7591550270908,49.99,0.3363430229919313,11,59.08,59.08,0.0
4604,1a_2c,SPhos,Pd(OAc)2,K3PO4,MeOH,48.66,3070,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,48.66,28.777253012482742,13.677124147114403,1.970089684138511,55.58441634082698,49.99,0.3273537478183932,12,59.08,59.08,0.0
4580,1a_2c,SPhos,Pd(OAc)2,Et3N,MeOH,21.06,3054,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,21.06,27.503426744298,13.756702963904424,0.5402889350453322,54.46656455355067,49.99,0.2699534601327025,13,59.08,59.08,0.0
4541,1a_2c,P(Cy)3,Pd(OAc)2,KOH,MeOH,18.12,3027,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,18.12,29.208913514308062,12.842140569466908,4.038317998152923,54.3795090304632,49.99,0.26052719099070676,14,59.08,59.08,0.0
4551,1a_2c,P(Ph)3,Pd(OAc)2,LiOtBu,MeOH,17.63,3033,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,17.63,27.39018151295952,12.930465340106576,2.046469446350631,52.7338935795684,49.99,0.19097271316833253,15,59.08,59.08,0.0
4340,1a_2c,SPhos,Pd(OAc)2,NaOH,THF,17.39,2894,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,17.39,27.461591410848754,12.502732827923168,2.9562350681193443,51.96694775357817,49.99,0.16051844775400725,16,59.08,59.08,0.0
4594,1a_2c,XPhos,Pd(OAc)2,CsF,MeOH,29.03,3063,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,29.03,25.659663165396044,13.244113237337707,-0.2987987797858622,51.61812511057795,49.99,0.15626133970109324,17,59.08,59.08,0.0
4563,1a_2c,P(Ph)3,Pd(OAc)2,NaHCO3,MeOH,21.3,3041,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,21.3,27.821759468473317,12.264112238801628,3.784099480422128,51.859419456524506,49.99,0.1548754215530469,18,59.08,59.08,0.0
4498,1a_2c,XPhos,Pd(OAc)2,CsF,DMF,20.83,2999,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,20.83,26.793153142985513,12.653208203488482,1.9928650641480878,51.59344122182294,49.99,0.15007126137437576,19,59.08,59.08,0.0
4347,1a_2c,P(Ph)3,Pd(OAc)2,KOH,THF,20.73,2897,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,20.73,25.04554900841565,12.888115669176246,-0.21515770316979044,50.30625572000109,49.99,0.11721176960152968,20,59.08,59.08,0.0
690,1b_2a,CataCXium A,Pd(OAc)2,NaHCO3,MeOH,86.98,461,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,86.98,107.44355541426748,13.046841204300456,81.87174665383858,133.01536417469637,96.89,11.704864259165308,1,86.98,97.83,10.849999999999994
726,1b_2a,CataCXium A,Pd(OAc)2,KOH,MeOH,85.46,485,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,85.46,99.16990133849308,13.908034310494319,71.91015408992422,126.42964858706193,96.89,6.483828317668737,2,86.98,97.83,10.849999999999994
390,1b_2a,CataCXium A,Pd(OAc)2,NaOH,MeCN,96.38,261,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,96.38,99.94913815829582,12.035795137907598,76.35897968799694,123.53929662859471,96.89,6.189290281352823,3,96.38,97.83,1.4500000000000028
722,1b_2a,P(Ph)3,Pd(OAc)2,KOH,MeOH,92.61,481,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,92.61,98.08698810885531,12.920839859024795,72.7621419851667,123.41183423254391,96.89,5.510661188361381,4,96.38,97.83,1.4500000000000028
486,1b_2a,CataCXium A,Pd(OAc)2,NaOH,THF,96.57,325,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,96.57,94.3845335267028,12.83788142738679,69.2222859290247,119.5467811243809,96.89,3.758552315164486,5,96.57,97.83,1.2600000000000051
679,1b_2a,SPhos,Pd(OAc)2,NaOH,MeOH,92.88,454,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,92.88,94.04851749193435,12.718131987365183,69.1209787966986,118.9760561871701,96.89,3.57717862160339,6,96.57,97.83,1.2600000000000051
558,1b_2a,CataCXium A,Pd(OAc)2,Et3N,THF,97.83,373,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,97.83,93.3145618909513,12.393879845939036,69.02255739291078,117.60656638899181,96.89,3.1716545844269044,7,97.83,97.83,0.0
746,1b_2a,P(Ph)3,Pd(OAc)2,Et3N,MeOH,82.99,497,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,82.99,92.86382569318464,12.148702812595255,69.05236818049794,116.67528320587134,96.89,2.916073117073669,8,97.83,97.83,0.0
542,1b_2a,P(Ph)3,Pd(OAc)2,LiOtBu,THF,87.78,361,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,87.78,90.7566480388249,13.338945275771879,64.61231529831203,116.90098077933779,96.89,2.6495592653970736,9,97.83,97.83,0.0
714,1b_2a,CataCXium A,Pd(OAc)2,K3PO4,MeOH,89.42,477,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,89.42,85.86291414063564,14.609704913191116,57.22789251078105,114.49793577049023,96.89,1.7904894454480256,10,97.83,97.83,0.0
482,1b_2a,P(Ph)3,Pd(OAc)2,NaOH,THF,90.21,321,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,90.21,87.20046256690837,13.468700000471904,60.801810565983445,113.5991145678333,96.89,1.746788296455542,11,97.83,97.83,0.0
759,1b_2a,AmPhos,Pd(OAc)2,None,MeOH,61.57,506,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,61.57,85.23964137622858,14.148859104755312,57.50787753090816,112.97140522154899,96.89,1.531648457465474,12,97.83,97.83,0.0
387,1b_2a,AmPhos,Pd(OAc)2,NaOH,MeCN,86.82,258,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,86.82,85.18411953822215,13.477539278713463,58.76814255194376,111.60009652450054,96.89,1.3396155825825375,13,97.83,97.83,0.0
457,1b_2a,P(tBu)3,Pd(OAc)2,Et3N,MeCN,91.95,304,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,91.95,83.13764788852652,14.715082207226775,54.29608676236204,111.979209014691,96.89,1.3011874687893048,14,97.83,97.83,0.0
553,1b_2a,P(tBu)3,Pd(OAc)2,Et3N,THF,94.67,368,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,94.67,84.5198513725729,13.584210816101294,57.894798173014365,111.14490457213144,96.89,1.2496853812159592,15,97.83,97.83,0.0
555,1b_2a,AmPhos,Pd(OAc)2,Et3N,THF,91.88,370,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,91.88,83.6288519486566,14.074762427819572,56.04231759013024,111.21538630718297,96.89,1.223253744429162,16,97.83,97.83,0.0
723,1b_2a,AmPhos,Pd(OAc)2,KOH,MeOH,71.62,482,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,71.62,83.59008362322085,13.299107201142311,57.52383350898192,109.65633373745978,96.89,1.0308184121233426,17,97.83,97.83,0.0
531,1b_2a,AmPhos,Pd(OAc)2,KOH,THF,75.63,354,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,75.63,84.94435390923394,12.39429109395942,60.65154336507348,109.2371644533944,96.89,1.0245141635098176,18,97.83,97.83,0.0
483,1b_2a,AmPhos,Pd(OAc)2,NaOH,THF,86.25,322,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,86.25,81.8625452001204,13.996058218180579,54.430271092486464,109.29481930775432,96.89,0.9426578318971495,19,97.83,97.83,0.0
691,1b_2a,SPhos,Pd(OAc)2,NaHCO3,MeOH,85.69,462,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,85.69,83.75364817501317,12.641297484720171,58.97670510496164,108.5305912450647,96.89,0.9045727751867354,20,97.83,97.83,0.0
2391,1b_2b,AmPhos,Pd(OAc)2,None,MeCN,83.89,1594,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,83.89,84.83386268566146,13.186439981411619,58.98844032209469,110.67928504922823,96.75,1.226397114419063,1,83.89,96.19,12.299999999999997
2366,1b_2b,P(Ph)3,Pd(OAc)2,LiOtBu,MeCN,73.07,1577,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,73.07,84.97506835466928,12.431779716054498,60.608780111202464,109.34135659813609,96.75,1.060884773249056,2,83.89,96.19,12.299999999999997
2355,1b_2b,AmPhos,Pd(OAc)2,KOH,MeCN,81.7,1570,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,81.7,82.92434100243383,12.817577940221964,57.80188823959878,108.04679376526889,96.75,0.8492640117651,3,83.89,96.19,12.299999999999997
2365,1b_2b,P(tBu)3,Pd(OAc)2,LiOtBu,MeCN,92.06,1576,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,92.06,80.08442283746113,14.18682308349209,52.27824959381664,107.89059608110563,96.75,0.7797821751822118,4,92.06,96.19,4.1299999999999955
2479,1b_2b,SPhos,Pd(OAc)2,Et3N,THF,87.02,1654,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,87.02,79.1698578159999,13.098052903557628,53.497674125026954,104.84204150697286,96.75,0.5014277581242612,5,92.06,96.19,4.1299999999999955
2318,1b_2b,P(Ph)3,Pd(OAc)2,NaHCO3,MeCN,68.23,1545,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,68.23,77.78114789862214,13.456553414252243,51.40630320668774,104.15599259055654,96.75,0.44473424579206733,6,92.06,96.19,4.1299999999999955
2358,1b_2b,CataCXium A,Pd(OAc)2,KOH,MeCN,78.09,1573,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,78.09,79.41870447662525,12.5554411439197,54.81003983454264,104.02736911870787,96.75,0.44027863232452,7,92.06,96.19,4.1299999999999955
2490,1b_2b,CataCXium A,Pd(OAc)2,None,THF,93.15,1661,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,93.15,76.72598671043843,12.463961647037195,52.29662188224553,101.15535153863134,96.75,0.25928011657799455,8,93.15,96.19,3.039999999999992
2466,1b_2b,CataCXium A,Pd(OAc)2,LiOtBu,THF,96.19,1645,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,96.19,75.53495884308711,12.602964383596344,50.833148651238275,100.23676903493595,96.75,0.21786604894624184,9,96.19,96.19,0.0
2437,1b_2b,P(tBu)3,Pd(OAc)2,K3PO4,THF,63.86,1624,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,63.86,71.88481062565167,13.393096329315823,45.63434182019266,98.13527943111067,96.75,0.1504143617378626,10,96.19,96.19,0.0
2439,1b_2b,AmPhos,Pd(OAc)2,K3PO4,THF,69.6,1626,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,69.6,72.89315430480728,12.936191241996962,47.53821947049324,98.24808913912133,96.75,0.14950017518172265,11,96.19,96.19,0.0
2583,1b_2b,AmPhos,Pd(OAc)2,None,DMF,57.76,1722,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,57.76,71.32973385474301,13.5116413865359,44.846916737132645,97.81255097235338,96.75,0.14238427405882947,12,96.19,96.19,0.0
2594,1b_2b,P(Ph)3,Pd(OAc)2,NaOH,MeOH,79.1,1729,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,79.1,73.97887623672412,12.309989597932091,49.85129662477722,98.10645584867102,96.75,0.13950062426894327,13,96.19,96.19,0.0
2606,1b_2b,P(Ph)3,Pd(OAc)2,NaHCO3,MeOH,68.46,1737,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,68.46,69.97876076042041,13.815741776979843,42.89990687753992,97.05761464330091,96.75,0.12575898957261444,14,96.19,96.19,0.0
2331,1b_2b,AmPhos,Pd(OAc)2,CsF,MeCN,68.33,1554,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,68.33,69.31339635763864,14.0613600009447,41.753130755787026,96.87366195949025,96.75,0.12369208934261489,15,96.19,96.19,0.0
2488,1b_2b,P(Cy)3,Pd(OAc)2,None,THF,68.94,1659,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,68.94,71.91816208229585,12.084984860980999,48.23159175477309,95.60473240981861,96.75,0.07900645292977704,16,96.19,96.19,0.0
2359,1b_2b,SPhos,Pd(OAc)2,KOH,MeCN,89.93,1574,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,89.93,70.36953427773335,12.605684348588746,45.66239295449941,95.07667560096729,96.75,0.07452402898983812,17,96.19,96.19,0.0
2330,1b_2b,P(Ph)3,Pd(OAc)2,CsF,MeCN,53.51,1553,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,53.51,70.88525092227025,12.35607355299914,46.66734675839193,95.10315508614856,96.75,0.07277585596724268,18,96.19,96.19,0.0
2666,1b_2b,P(Ph)3,Pd(OAc)2,Et3N,MeOH,53.9,1777,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,53.9,70.30194685029073,12.418304735955687,45.962069567817586,94.64182413276387,96.75,0.0660657560863831,19,96.19,96.19,0.0
2426,1b_2b,P(Ph)3,Pd(OAc)2,CsF,THF,67.34,1617,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,67.34,68.1228647905197,13.264919957262466,42.12362167428527,94.12210790675414,96.75,0.06560419864465417,20,96.19,96.19,0.0
4215,1b_2c,P(Ph)3,Pd(OAc)2,K3PO4,MeOH,72.19,2809,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,72.19,72.9670612934172,12.844321503580835,47.792191146398764,98.14193144043564,74.84,4.024872085140272,1,72.19,73.12,0.9300000000000068
4218,1b_2c,P(o-Tol)3,Pd(OAc)2,K3PO4,MeOH,68.86,2812,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,68.86,69.61372823432139,13.425216404631607,43.30030408124344,95.92715238739933,74.84,2.9726914072649695,2,72.19,73.12,0.9300000000000068
4179,1b_2c,P(Ph)3,Pd(OAc)2,NaHCO3,MeOH,40.92,2785,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,40.92,61.85139558029721,13.07529731049223,36.22381285173243,87.47897830886198,74.84,1.025365169769858,3,72.19,73.12,0.9300000000000068
4146,1b_2c,P(o-Tol)3,Pd(OAc)2,NaOH,MeOH,51.26,2764,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,51.26,58.614448113775985,12.46503308154824,34.18298327394143,83.04591295361054,74.84,0.5189059778067053,4,72.19,73.12,0.9300000000000068
4167,1b_2c,P(Ph)3,Pd(OAc)2,LiOtBu,MeOH,73.12,2777,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,73.12,57.453414169824484,12.758225116614105,32.44729294126084,82.45953539838813,74.84,0.46579948078431666,5,73.12,73.12,0.0
4142,1b_2c,P(tBu)3,Pd(OAc)2,NaOH,MeOH,38.52,2760,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,38.52,46.773209601433294,13.690050446191277,19.94071072689839,73.6057084759682,74.84,0.09186238572733885,6,73.12,73.12,0.0
3938,1b_2c,P(tBu)3,Pd(OAc)2,None,THF,20.69,2624,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,20.69,42.71578149289257,15.103337942322744,13.113239125939991,72.31832385984515,74.84,0.08263558236895108,7,73.12,73.12,0.0
3941,1b_2c,P(Cy)3,Pd(OAc)2,None,THF,18.38,2627,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,18.38,45.489288449084455,12.896991336456269,20.21118542963017,70.76739146853873,74.84,0.04524947999527246,8,73.12,73.12,0.0
3847,1b_2c,CataCXium A,Pd(OAc)2,None,MeCN,14.79,2565,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,14.79,44.58995491787535,13.140727941934239,18.834128151684244,70.34578168406647,74.84,0.04276065970915621,9,73.12,73.12,0.0
4159,1b_2c,CataCXium A,Pd(OAc)2,KOH,MeOH,66.67,2773,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,66.67,44.84604790080558,12.705569547900867,19.943131586919883,69.74896421469128,74.84,0.03455999463941711,10,73.12,73.12,0.0
4204,1b_2c,AmPhos,Pd(OAc)2,CsF,MeOH,71.17,2802,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,71.17,39.9669435985525,13.893429688774622,12.735821408554237,67.19806578855076,74.84,0.024121672741576755,11,73.12,73.12,0.0
4154,1b_2c,P(tBu)3,Pd(OAc)2,KOH,MeOH,46.83,2768,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,46.83,34.49340575670653,14.703093625878482,5.6753422499847055,63.31146926342835,74.84,0.012041753462637583,12,73.12,73.12,0.0
3942,1b_2c,P(o-Tol)3,Pd(OAc)2,None,THF,20.14,2628,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,20.14,36.8828978032309,12.519420426135733,12.344833768004861,61.42096183845693,74.84,0.0037042161279226826,13,73.12,73.12,0.0
4004,1b_2c,SPhos,Pd(OAc)2,Et3N,THF,17.04,2670,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,17.04,32.60847026657135,13.030773510597383,7.068154185800481,58.148786347342224,74.84,0.0017938833892575667,14,73.12,73.12,0.0
4210,1b_2c,XPhos,Pd(OAc)2,CsF,MeOH,33.45,2807,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,33.45,30.030180858983265,13.695085039929273,3.1878141807218903,56.87254753724464,74.84,0.001687706615385618,15,73.12,73.12,0.0
3964,1b_2c,AmPhos,Pd(OAc)2,KOH,THF,24.69,2642,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,24.69,31.502284806417205,12.568383059901251,6.868254009010752,56.13631560382366,74.84,0.0007710925950719563,16,73.12,73.12,0.0
3927,1b_2c,P(Ph)3,Pd(OAc)2,K3PO4,MeCN,17.77,2617,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,17.77,31.252727970637554,12.5718907751757,6.611822051293185,55.89363388998193,74.84,0.0007155426597385845,17,73.12,73.12,0.0
4192,1b_2c,AmPhos,Pd(OAc)2,Et3N,MeOH,57.24,2794,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,57.24,26.95163727743805,13.544851159366143,0.403729005080411,53.499545549795684,74.84,0.0005923671024066577,18,73.12,73.12,0.0
4171,1b_2c,CataCXium A,Pd(OAc)2,LiOtBu,MeOH,61.84,2781,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,61.84,31.256467236090163,12.412980588609388,6.927025282415762,55.585909189764564,74.84,0.0005909706961423743,19,73.12,73.12,0.0
4012,1b_2c,AmPhos,Pd(OAc)2,CsF,THF,52.13,2674,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,52.13,26.44753989591067,13.65338056451656,-0.3130860105417881,53.208165802363126,74.84,0.000576866007195918,20,73.12,73.12,0.0
1072,1c_2a,P(Cy)3,Pd(OAc)2,NaHCO3,MeOH,89.13,715,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,89.13,99.49699622109713,13.828223485142805,72.39367819021723,126.60031425197704,98.53,5.753306690058896,1,89.13,97.45,8.320000000000007
1125,1c_2a,XPhos,Pd(OAc)2,LiOtBu,MeOH,82.88,751,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,82.88,99.27787322845349,13.420037233782214,72.97460025024034,125.58114620666663,98.53,5.478670086792029,2,89.13,97.45,8.320000000000007
842,1c_2a,P(Ph)3,Pd(OAc)2,Et3N,MeCN,97.45,561,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,97.45,95.64541266899386,12.587611649189686,70.97369383658207,120.31713150140564,98.53,3.5098809096144836,3,97.45,97.45,0.0
794,1c_2a,P(Ph)3,Pd(OAc)2,CsF,MeCN,96.49,529,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,96.49,94.26720334898582,13.340224402969,68.12036351916657,120.41404317880506,98.53,3.2762121003387135,4,97.45,97.45,0.0
1084,1c_2a,P(Cy)3,Pd(OAc)2,CsF,MeOH,89.81,723,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,89.81,92.81371543865694,13.361974652415773,66.62424511992202,119.00318575739186,98.53,2.789192046194006,5,97.45,97.45,0.0
1106,1c_2a,P(Ph)3,Pd(OAc)2,KOH,MeOH,93.94,737,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,93.94,92.67139723624513,12.50656691632726,68.15852608024369,117.18426839224657,98.53,2.441416826339779,6,97.45,97.45,0.0
1113,1c_2a,XPhos,Pd(OAc)2,KOH,MeOH,82.32,743,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,82.32,90.99166677557696,13.14196860264718,65.23340831438848,116.74992523676543,98.53,2.1749859920022963,7,97.45,97.45,0.0
835,1c_2a,SPhos,Pd(OAc)2,LiOtBu,MeCN,90.89,558,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,90.89,84.63849893334005,13.975579103308535,57.24636389085532,112.03063397582477,98.53,1.0998764587333483,8,97.45,97.45,0.0
1094,1c_2a,P(Ph)3,Pd(OAc)2,K3PO4,MeOH,94.15,729,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,94.15,86.09510249745813,12.493608040889015,61.60763073731566,110.5825742576006,98.53,0.9727615262004017,9,97.45,97.45,0.0
795,1c_2a,AmPhos,Pd(OAc)2,CsF,MeCN,93.69,530,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,93.69,84.00127889202018,13.474331056527982,57.591590021225336,110.41096776281503,98.53,0.8968692583913462,10,97.45,97.45,0.0
846,1c_2a,CataCXium A,Pd(OAc)2,Et3N,MeCN,92.52,565,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,92.52,83.1788288756861,12.832776420993389,58.02658709053905,108.33107066083313,98.53,0.6694801808406945,11,97.45,97.45,0.0
986,1c_2a,P(Ph)3,Pd(OAc)2,CsF,DMF,91.14,657,M3_pc_top3_each,Top 3 loading descriptors from PC1-PC4,91.14,82.12143153005135,13.172021745189342,56.30426890948024,107.93859415062246,98.53,0.620816194489433,12,97.45,97.45,0.0
