ligand,Reaction_No,Reactant_1_Name,Reactant_1_Short_Hand,Reactant_1_eq,Reactant_1_mmol,Reactant_2_Name,Reactant_2_eq,Catalyst_1_Short_Hand,Catalyst_1_eq,Ligand_eq,Reagent_1_Short_Hand,Reagent_1_eq,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,Product_Yield_Mass_Ion_Count,Reagent_combo,reactant1_code,reactant2_code,substrate_pair,reaction_group,kraken_id,vmin_vmin_boltz,fmo_e_homo_boltz,fmo_e_lumo_boltz,dipolemoment_boltz,%vbur_boltz,%vbur_min,%vbur_max,%vbur_delta,delta_band_gap
P(Ph)3,2726,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,K3PO4,2.5,MeCN,14.02,2433953.5,"6-chloroquinoline, 2b, Boronic Ester, P(Ph)3",1a,2b,1a_2b,Group1,17,-0.0482304,-6.214808504719601,-0.8024637803939797,1.460510726,0.2822400297908637,0.2822400297908637,0.2822400297908637,0.0,-5.412344724325621
AmPhos,2727,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,K3PO4,2.5,MeCN,9.68,504985.94,"6-chloroquinoline, 2b, Boronic Ester, AmPhos",1a,2b,1a_2b,Group1,216,-0.070188,-5.596837923073372,-0.2337458078529768,3.240919463,0.351658591150648,0.351658591150648,0.351658591150648,0.0,-5.363092115220396
P(Cy)3,2728,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,K3PO4,2.5,MeCN,12.55,2918980.75,"6-chloroquinoline, 2b, Boronic Ester, P(Cy)3",1a,2b,1a_2b,Group1,11,-0.066834594,-5.9901874093823295,0.8725937813687094,1.280456867,0.32027083325392774,0.3020406261647686,0.3982773481439979,0.09623672197922933,-6.862781190751039
P(o-Tol)3,2729,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,K3PO4,2.5,MeCN,5.79,305768.94,"6-chloroquinoline, 2b, Boronic Ester, P(o-Tol)3",1a,2b,1a_2b,Group1,9,-0.043479131,-6.056948069300696,-0.7646210415986252,0.432100754,0.39957140573066013,0.34384317927771607,0.39966338984506966,0.055820210567353555,-5.292327027702071
CataCXium A,2730,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,K3PO4,2.5,MeCN,15.47,3041424.25,"6-chloroquinoline, 2b, Boronic Ester, CataCXium A",1a,2b,1a_2b,Group1,10,-0.067275049,-5.905547480919656,0.5654642526647985,1.202751491,0.35798252806787734,0.32807841036053925,0.4200812989098357,0.09200288854929646,-6.471011733584455
SPhos,2731,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,K3PO4,2.5,MeCN,69.42,3583373.0,"6-chloroquinoline, 2b, Boronic Ester, SPhos",1a,2b,1a_2b,Group1,3,-0.066302714,-5.80482559597422,-0.4605088202472137,0.91118665,0.562900995470967,0.3166814200446083,0.5828130823603135,0.2661316623157052,-5.344316775727006
XPhos,2733,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,K3PO4,2.5,MeCN,68.05,3281027.75,"6-chloroquinoline, 2b, Boronic Ester, XPhos",1a,2b,1a_2b,Group1,1,-0.061653832,-5.938704527848997,-0.6833410118412874,1.258121923,0.5878039545682812,0.31435776181025943,0.7123322772041967,0.39797451544961826,-5.2553635160077095
P(tBu)3,2737,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,KOH,2.5,MeCN,10.48,572435.25,"6-chloroquinoline, 2b, Boronic Ester, P(tBu)3",1a,2b,1a_2b,Group1,8,-0.0671848,-5.901605449028359,0.9798820187177758,1.083267719,0.36264209837213296,0.36264209837213296,0.36264209837213296,0.0,-6.881487467746135
P(Ph)3,2738,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,KOH,2.5,MeCN,13.89,2706245.75,"6-chloroquinoline, 2b, Boronic Ester, P(Ph)3",1a,2b,1a_2b,Group1,17,-0.0482304,-6.214808504719601,-0.8024637803939797,1.460510726,0.2822400297908637,0.2822400297908637,0.2822400297908637,0.0,-5.412344724325621
AmPhos,2739,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,KOH,2.5,MeCN,8.09,420507.06,"6-chloroquinoline, 2b, Boronic Ester, AmPhos",1a,2b,1a_2b,Group1,216,-0.070188,-5.596837923073372,-0.2337458078529768,3.240919463,0.351658591150648,0.351658591150648,0.351658591150648,0.0,-5.363092115220396
P(Cy)3,2740,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,KOH,2.5,MeCN,12.11,3678041.75,"6-chloroquinoline, 2b, Boronic Ester, P(Cy)3",1a,2b,1a_2b,Group1,11,-0.066834594,-5.9901874093823295,0.8725937813687094,1.280456867,0.32027083325392774,0.3020406261647686,0.3982773481439979,0.09623672197922933,-6.862781190751039
P(o-Tol)3,2741,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,KOH,2.5,MeCN,6.6,354045.16,"6-chloroquinoline, 2b, Boronic Ester, P(o-Tol)3",1a,2b,1a_2b,Group1,9,-0.043479131,-6.056948069300696,-0.7646210415986252,0.432100754,0.39957140573066013,0.34384317927771607,0.39966338984506966,0.055820210567353555,-5.292327027702071
CataCXium A,2742,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,KOH,2.5,MeCN,12.64,2132447.5,"6-chloroquinoline, 2b, Boronic Ester, CataCXium A",1a,2b,1a_2b,Group1,10,-0.067275049,-5.905547480919656,0.5654642526647985,1.202751491,0.35798252806787734,0.32807841036053925,0.4200812989098357,0.09200288854929646,-6.471011733584455
SPhos,2743,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,KOH,2.5,MeCN,74.54,3884707.0,"6-chloroquinoline, 2b, Boronic Ester, SPhos",1a,2b,1a_2b,Group1,3,-0.066302714,-5.80482559597422,-0.4605088202472137,0.91118665,0.562900995470967,0.3166814200446083,0.5828130823603135,0.2661316623157052,-5.344316775727006
XPhos,2745,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,KOH,2.5,MeCN,81.17,4330423.0,"6-chloroquinoline, 2b, Boronic Ester, XPhos",1a,2b,1a_2b,Group1,1,-0.061653832,-5.938704527848997,-0.6833410118412874,1.258121923,0.5878039545682812,0.31435776181025943,0.7123322772041967,0.39797451544961826,-5.2553635160077095
P(tBu)3,2749,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,LiOtBu,2.5,MeCN,12.39,784774.06,"6-chloroquinoline, 2b, Boronic Ester, P(tBu)3",1a,2b,1a_2b,Group1,8,-0.0671848,-5.901605449028359,0.9798820187177758,1.083267719,0.36264209837213296,0.36264209837213296,0.36264209837213296,0.0,-6.881487467746135
P(Ph)3,2750,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,LiOtBu,2.5,MeCN,14.63,1883532.38,"6-chloroquinoline, 2b, Boronic Ester, P(Ph)3",1a,2b,1a_2b,Group1,17,-0.0482304,-6.214808504719601,-0.8024637803939797,1.460510726,0.2822400297908637,0.2822400297908637,0.2822400297908637,0.0,-5.412344724325621
AmPhos,2751,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,LiOtBu,2.5,MeCN,8.7,427202.0,"6-chloroquinoline, 2b, Boronic Ester, AmPhos",1a,2b,1a_2b,Group1,216,-0.070188,-5.596837923073372,-0.2337458078529768,3.240919463,0.351658591150648,0.351658591150648,0.351658591150648,0.0,-5.363092115220396
P(Cy)3,2752,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,LiOtBu,2.5,MeCN,12.0,3562773.0,"6-chloroquinoline, 2b, Boronic Ester, P(Cy)3",1a,2b,1a_2b,Group1,11,-0.066834594,-5.9901874093823295,0.8725937813687094,1.280456867,0.32027083325392774,0.3020406261647686,0.3982773481439979,0.09623672197922933,-6.862781190751039
P(o-Tol)3,2753,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,LiOtBu,2.5,MeCN,7.08,425001.34,"6-chloroquinoline, 2b, Boronic Ester, P(o-Tol)3",1a,2b,1a_2b,Group1,9,-0.043479131,-6.056948069300696,-0.7646210415986252,0.432100754,0.39957140573066013,0.34384317927771607,0.39966338984506966,0.055820210567353555,-5.292327027702071
CataCXium A,2754,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,LiOtBu,2.5,MeCN,14.51,2736469.75,"6-chloroquinoline, 2b, Boronic Ester, CataCXium A",1a,2b,1a_2b,Group1,10,-0.067275049,-5.905547480919656,0.5654642526647985,1.202751491,0.35798252806787734,0.32807841036053925,0.4200812989098357,0.09200288854929646,-6.471011733584455
SPhos,2755,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,LiOtBu,2.5,MeCN,75.5,3823223.5,"6-chloroquinoline, 2b, Boronic Ester, SPhos",1a,2b,1a_2b,Group1,3,-0.066302714,-5.80482559597422,-0.4605088202472137,0.91118665,0.562900995470967,0.3166814200446083,0.5828130823603135,0.2661316623157052,-5.344316775727006
XPhos,2757,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,LiOtBu,2.5,MeCN,76.56,4243336.0,"6-chloroquinoline, 2b, Boronic Ester, XPhos",1a,2b,1a_2b,Group1,1,-0.061653832,-5.938704527848997,-0.6833410118412874,1.258121923,0.5878039545682812,0.31435776181025943,0.7123322772041967,0.39797451544961826,-5.2553635160077095
P(tBu)3,2761,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,Et3N,2.5,MeCN,9.28,540740.69,"6-chloroquinoline, 2b, Boronic Ester, P(tBu)3",1a,2b,1a_2b,Group1,8,-0.0671848,-5.901605449028359,0.9798820187177758,1.083267719,0.36264209837213296,0.36264209837213296,0.36264209837213296,0.0,-6.881487467746135
P(Ph)3,2762,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,Et3N,2.5,MeCN,14.61,2420062.75,"6-chloroquinoline, 2b, Boronic Ester, P(Ph)3",1a,2b,1a_2b,Group1,17,-0.0482304,-6.214808504719601,-0.8024637803939797,1.460510726,0.2822400297908637,0.2822400297908637,0.2822400297908637,0.0,-5.412344724325621
AmPhos,2763,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,Et3N,2.5,MeCN,10.13,565275.44,"6-chloroquinoline, 2b, Boronic Ester, AmPhos",1a,2b,1a_2b,Group1,216,-0.070188,-5.596837923073372,-0.2337458078529768,3.240919463,0.351658591150648,0.351658591150648,0.351658591150648,0.0,-5.363092115220396
P(Cy)3,2764,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,Et3N,2.5,MeCN,11.6,3439262.75,"6-chloroquinoline, 2b, Boronic Ester, P(Cy)3",1a,2b,1a_2b,Group1,11,-0.066834594,-5.9901874093823295,0.8725937813687094,1.280456867,0.32027083325392774,0.3020406261647686,0.3982773481439979,0.09623672197922933,-6.862781190751039
P(o-Tol)3,2765,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,Et3N,2.5,MeCN,5.93,372704.97,"6-chloroquinoline, 2b, Boronic Ester, P(o-Tol)3",1a,2b,1a_2b,Group1,9,-0.043479131,-6.056948069300696,-0.7646210415986252,0.432100754,0.39957140573066013,0.34384317927771607,0.39966338984506966,0.055820210567353555,-5.292327027702071
CataCXium A,2766,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,Et3N,2.5,MeCN,14.44,2662217.5,"6-chloroquinoline, 2b, Boronic Ester, CataCXium A",1a,2b,1a_2b,Group1,10,-0.067275049,-5.905547480919656,0.5654642526647985,1.202751491,0.35798252806787734,0.32807841036053925,0.4200812989098357,0.09200288854929646,-6.471011733584455
SPhos,2767,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,Et3N,2.5,MeCN,72.12,3812420.25,"6-chloroquinoline, 2b, Boronic Ester, SPhos",1a,2b,1a_2b,Group1,3,-0.066302714,-5.80482559597422,-0.4605088202472137,0.91118665,0.562900995470967,0.3166814200446083,0.5828130823603135,0.2661316623157052,-5.344316775727006
XPhos,2769,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,Et3N,2.5,MeCN,67.73,3493474.0,"6-chloroquinoline, 2b, Boronic Ester, XPhos",1a,2b,1a_2b,Group1,1,-0.061653832,-5.938704527848997,-0.6833410118412874,1.258121923,0.5878039545682812,0.31435776181025943,0.7123322772041967,0.39797451544961826,-5.2553635160077095
P(tBu)3,2773,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,None,2.5,MeCN,12.16,683202.25,"6-chloroquinoline, 2b, Boronic Ester, P(tBu)3",1a,2b,1a_2b,Group1,8,-0.0671848,-5.901605449028359,0.9798820187177758,1.083267719,0.36264209837213296,0.36264209837213296,0.36264209837213296,0.0,-6.881487467746135
P(Ph)3,2774,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,None,2.5,MeCN,14.3,2635387.5,"6-chloroquinoline, 2b, Boronic Ester, P(Ph)3",1a,2b,1a_2b,Group1,17,-0.0482304,-6.214808504719601,-0.8024637803939797,1.460510726,0.2822400297908637,0.2822400297908637,0.2822400297908637,0.0,-5.412344724325621
AmPhos,2775,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,None,2.5,MeCN,8.88,455334.28,"6-chloroquinoline, 2b, Boronic Ester, AmPhos",1a,2b,1a_2b,Group1,216,-0.070188,-5.596837923073372,-0.2337458078529768,3.240919463,0.351658591150648,0.351658591150648,0.351658591150648,0.0,-5.363092115220396
P(Cy)3,2776,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,None,2.5,MeCN,12.44,4120673.5,"6-chloroquinoline, 2b, Boronic Ester, P(Cy)3",1a,2b,1a_2b,Group1,11,-0.066834594,-5.9901874093823295,0.8725937813687094,1.280456867,0.32027083325392774,0.3020406261647686,0.3982773481439979,0.09623672197922933,-6.862781190751039
P(o-Tol)3,2777,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,None,2.5,MeCN,7.41,403154.47,"6-chloroquinoline, 2b, Boronic Ester, P(o-Tol)3",1a,2b,1a_2b,Group1,9,-0.043479131,-6.056948069300696,-0.7646210415986252,0.432100754,0.39957140573066013,0.34384317927771607,0.39966338984506966,0.055820210567353555,-5.292327027702071
CataCXium A,2778,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,None,2.5,MeCN,18.06,3823867.5,"6-chloroquinoline, 2b, Boronic Ester, CataCXium A",1a,2b,1a_2b,Group1,10,-0.067275049,-5.905547480919656,0.5654642526647985,1.202751491,0.35798252806787734,0.32807841036053925,0.4200812989098357,0.09200288854929646,-6.471011733584455
SPhos,2779,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,None,2.5,MeCN,64.66,3025872.5,"6-chloroquinoline, 2b, Boronic Ester, SPhos",1a,2b,1a_2b,Group1,3,-0.066302714,-5.80482559597422,-0.4605088202472137,0.91118665,0.562900995470967,0.3166814200446083,0.5828130823603135,0.2661316623157052,-5.344316775727006
XPhos,2781,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,None,2.5,MeCN,66.37,3463252.25,"6-chloroquinoline, 2b, Boronic Ester, XPhos",1a,2b,1a_2b,Group1,1,-0.061653832,-5.938704527848997,-0.6833410118412874,1.258121923,0.5878039545682812,0.31435776181025943,0.7123322772041967,0.39797451544961826,-5.2553635160077095
P(tBu)3,2785,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,NaOH,2.5,THF,22.09,1525050.0,"6-chloroquinoline, 2b, Boronic Ester, P(tBu)3",1a,2b,1a_2b,Group1,8,-0.0671848,-5.901605449028359,0.9798820187177758,1.083267719,0.36264209837213296,0.36264209837213296,0.36264209837213296,0.0,-6.881487467746135
P(Ph)3,2786,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,NaOH,2.5,THF,16.79,2583134.5,"6-chloroquinoline, 2b, Boronic Ester, P(Ph)3",1a,2b,1a_2b,Group1,17,-0.0482304,-6.214808504719601,-0.8024637803939797,1.460510726,0.2822400297908637,0.2822400297908637,0.2822400297908637,0.0,-5.412344724325621
AmPhos,2787,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,NaOH,2.5,THF,16.94,903228.31,"6-chloroquinoline, 2b, Boronic Ester, AmPhos",1a,2b,1a_2b,Group1,216,-0.070188,-5.596837923073372,-0.2337458078529768,3.240919463,0.351658591150648,0.351658591150648,0.351658591150648,0.0,-5.363092115220396
P(Cy)3,2788,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,NaOH,2.5,THF,31.86,8302152.5,"6-chloroquinoline, 2b, Boronic Ester, P(Cy)3",1a,2b,1a_2b,Group1,11,-0.066834594,-5.9901874093823295,0.8725937813687094,1.280456867,0.32027083325392774,0.3020406261647686,0.3982773481439979,0.09623672197922933,-6.862781190751039
P(o-Tol)3,2789,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,NaOH,2.5,THF,10.92,644877.44,"6-chloroquinoline, 2b, Boronic Ester, P(o-Tol)3",1a,2b,1a_2b,Group1,9,-0.043479131,-6.056948069300696,-0.7646210415986252,0.432100754,0.39957140573066013,0.34384317927771607,0.39966338984506966,0.055820210567353555,-5.292327027702071
CataCXium A,2790,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,NaOH,2.5,THF,49.91,10339145.0,"6-chloroquinoline, 2b, Boronic Ester, CataCXium A",1a,2b,1a_2b,Group1,10,-0.067275049,-5.905547480919656,0.5654642526647985,1.202751491,0.35798252806787734,0.32807841036053925,0.4200812989098357,0.09200288854929646,-6.471011733584455
SPhos,2791,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,NaOH,2.5,THF,78.41,4467220.0,"6-chloroquinoline, 2b, Boronic Ester, SPhos",1a,2b,1a_2b,Group1,3,-0.066302714,-5.80482559597422,-0.4605088202472137,0.91118665,0.562900995470967,0.3166814200446083,0.5828130823603135,0.2661316623157052,-5.344316775727006
XPhos,2793,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,NaOH,2.5,THF,92.16,5436838.0,"6-chloroquinoline, 2b, Boronic Ester, XPhos",1a,2b,1a_2b,Group1,1,-0.061653832,-5.938704527848997,-0.6833410118412874,1.258121923,0.5878039545682812,0.31435776181025943,0.7123322772041967,0.39797451544961826,-5.2553635160077095
P(tBu)3,2797,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,NaHCO3,2.5,THF,51.13,3080186.5,"6-chloroquinoline, 2b, Boronic Ester, P(tBu)3",1a,2b,1a_2b,Group1,8,-0.0671848,-5.901605449028359,0.9798820187177758,1.083267719,0.36264209837213296,0.36264209837213296,0.36264209837213296,0.0,-6.881487467746135
P(Ph)3,2798,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,NaHCO3,2.5,THF,15.63,3258473.75,"6-chloroquinoline, 2b, Boronic Ester, P(Ph)3",1a,2b,1a_2b,Group1,17,-0.0482304,-6.214808504719601,-0.8024637803939797,1.460510726,0.2822400297908637,0.2822400297908637,0.2822400297908637,0.0,-5.412344724325621
AmPhos,2799,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,NaHCO3,2.5,THF,30.89,1950506.63,"6-chloroquinoline, 2b, Boronic Ester, AmPhos",1a,2b,1a_2b,Group1,216,-0.070188,-5.596837923073372,-0.2337458078529768,3.240919463,0.351658591150648,0.351658591150648,0.351658591150648,0.0,-5.363092115220396
P(Cy)3,2800,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,NaHCO3,2.5,THF,48.75,12704809.0,"6-chloroquinoline, 2b, Boronic Ester, P(Cy)3",1a,2b,1a_2b,Group1,11,-0.066834594,-5.9901874093823295,0.8725937813687094,1.280456867,0.32027083325392774,0.3020406261647686,0.3982773481439979,0.09623672197922933,-6.862781190751039
P(o-Tol)3,2801,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,NaHCO3,2.5,THF,7.82,500080.31,"6-chloroquinoline, 2b, Boronic Ester, P(o-Tol)3",1a,2b,1a_2b,Group1,9,-0.043479131,-6.056948069300696,-0.7646210415986252,0.432100754,0.39957140573066013,0.34384317927771607,0.39966338984506966,0.055820210567353555,-5.292327027702071
CataCXium A,2802,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,NaHCO3,2.5,THF,67.8,15924089.0,"6-chloroquinoline, 2b, Boronic Ester, CataCXium A",1a,2b,1a_2b,Group1,10,-0.067275049,-5.905547480919656,0.5654642526647985,1.202751491,0.35798252806787734,0.32807841036053925,0.4200812989098357,0.09200288854929646,-6.471011733584455
SPhos,2803,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,NaHCO3,2.5,THF,50.66,2910562.25,"6-chloroquinoline, 2b, Boronic Ester, SPhos",1a,2b,1a_2b,Group1,3,-0.066302714,-5.80482559597422,-0.4605088202472137,0.91118665,0.562900995470967,0.3166814200446083,0.5828130823603135,0.2661316623157052,-5.344316775727006
XPhos,2805,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,NaHCO3,2.5,THF,56.5,3208710.5,"6-chloroquinoline, 2b, Boronic Ester, XPhos",1a,2b,1a_2b,Group1,1,-0.061653832,-5.938704527848997,-0.6833410118412874,1.258121923,0.5878039545682812,0.31435776181025943,0.7123322772041967,0.39797451544961826,-5.2553635160077095
P(tBu)3,2809,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,CsF,2.5,THF,21.19,1539998.25,"6-chloroquinoline, 2b, Boronic Ester, P(tBu)3",1a,2b,1a_2b,Group1,8,-0.0671848,-5.901605449028359,0.9798820187177758,1.083267719,0.36264209837213296,0.36264209837213296,0.36264209837213296,0.0,-6.881487467746135
P(Ph)3,2810,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,CsF,2.5,THF,15.55,3044231.0,"6-chloroquinoline, 2b, Boronic Ester, P(Ph)3",1a,2b,1a_2b,Group1,17,-0.0482304,-6.214808504719601,-0.8024637803939797,1.460510726,0.2822400297908637,0.2822400297908637,0.2822400297908637,0.0,-5.412344724325621
AmPhos,2811,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,CsF,2.5,THF,25.81,1648394.0,"6-chloroquinoline, 2b, Boronic Ester, AmPhos",1a,2b,1a_2b,Group1,216,-0.070188,-5.596837923073372,-0.2337458078529768,3.240919463,0.351658591150648,0.351658591150648,0.351658591150648,0.0,-5.363092115220396
P(Cy)3,2812,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,CsF,2.5,THF,43.78,12249831.0,"6-chloroquinoline, 2b, Boronic Ester, P(Cy)3",1a,2b,1a_2b,Group1,11,-0.066834594,-5.9901874093823295,0.8725937813687094,1.280456867,0.32027083325392774,0.3020406261647686,0.3982773481439979,0.09623672197922933,-6.862781190751039
P(o-Tol)3,2813,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,CsF,2.5,THF,5.56,391291.47,"6-chloroquinoline, 2b, Boronic Ester, P(o-Tol)3",1a,2b,1a_2b,Group1,9,-0.043479131,-6.056948069300696,-0.7646210415986252,0.432100754,0.39957140573066013,0.34384317927771607,0.39966338984506966,0.055820210567353555,-5.292327027702071
CataCXium A,2814,6-chloroquinoline,"1a, 6-Cl-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,0.125,CsF,2.5,THF,48.33,11809332.0,"6-chloroquinoline, 2b, Boronic Ester, CataCXium A",1a,2b,1a_2b,Group1,10,-0.067275049,-5.905547480919656,0.5654642526647985,1.202751491,0.35798252806787734,0.32807841036053925,0.4200812989098357,0.09200288854929646,-6.471011733584455
