Reaction_No,Reactant_1_Name,Reactant_1_Short_Hand,Reactant_1_eq,Reactant_1_mmol,Reactant_2_Name,Reactant_2_eq,Catalyst_1_Short_Hand,Catalyst_1_eq,Ligand_Short_Hand,Ligand_eq,Reagent_1_Short_Hand,Reagent_1_eq,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,Product_Yield_Mass_Ion_Count,Unnamed: 16,Unnamed: 17
2344,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(Cy)3,0.125,K3PO4,2.5,MeCN,40.11,783440.06,,
2345,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,K3PO4,2.5,MeCN,35.17,91084.84,,
2346,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,CataCXium A,0.125,K3PO4,2.5,MeCN,48.02,1180924.25,,
2347,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,SPhos,0.125,K3PO4,2.5,MeCN,53.78,168309.45,,
2348,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,dtbpf,0.125,K3PO4,2.5,MeCN,40.12,574655.31,,
2349,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,XPhos,0.125,K3PO4,2.5,MeCN,55.03,78280.59,,
2350,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,dppf,0.125,K3PO4,2.5,MeCN,40.04,388992.19,,
2351,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,Xantphos,0.125,K3PO4,2.5,MeCN,0.0,21539.11,,
2352,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,,,K3PO4,2.5,MeCN,9.96,162863.44,,
2353,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(tBu)3,0.125,KOH,2.5,MeCN,54.09,129360.2,,
2354,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,KOH,2.5,MeCN,70.82,1990120.88,,
2355,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,AmPhos,0.125,KOH,2.5,MeCN,81.7,228021.41,,
2356,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(Cy)3,0.125,KOH,2.5,MeCN,74.2,2100517.5,,
2357,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,KOH,2.5,MeCN,61.1,162925.36,,
2358,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,CataCXium A,0.125,KOH,2.5,MeCN,78.09,1630839.25,,
2359,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,SPhos,0.125,KOH,2.5,MeCN,89.93,392902.25,,
2360,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,dtbpf,0.125,KOH,2.5,MeCN,74.29,1548713.63,,
2361,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,XPhos,0.125,KOH,2.5,MeCN,70.65,199191.53,,
2362,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,dppf,0.125,KOH,2.5,MeCN,38.59,903053.75,,
2363,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,Xantphos,0.125,KOH,2.5,MeCN,20.34,44502.14,,
2364,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,,,KOH,2.5,MeCN,21.31,1074931.88,,
2365,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(tBu)3,0.125,LiOtBu,2.5,MeCN,92.06,364805.38,,
2366,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,LiOtBu,2.5,MeCN,73.07,2121006.0,,
2367,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,AmPhos,0.125,LiOtBu,2.5,MeCN,85.26,455809.34,,
2368,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(Cy)3,0.125,LiOtBu,2.5,MeCN,87.12,3012239.75,,
2369,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,LiOtBu,2.5,MeCN,76.39,198583.89,,
2370,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,CataCXium A,0.125,LiOtBu,2.5,MeCN,70.45,1189325.5,,
2371,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,SPhos,0.125,LiOtBu,2.5,MeCN,82.08,337070.78,,
2372,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,dtbpf,0.125,LiOtBu,2.5,MeCN,67.77,1417653.88,,
2373,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,XPhos,0.125,LiOtBu,2.5,MeCN,77.21,205030.73,,
2374,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,dppf,0.125,LiOtBu,2.5,MeCN,35.28,823625.0,,
2375,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,Xantphos,0.125,LiOtBu,2.5,MeCN,0.0,25768.07,,
2376,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,,,LiOtBu,2.5,MeCN,6.74,486007.63,,
2377,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(tBu)3,0.125,Et3N,2.5,MeCN,91.87,755930.44,,
2378,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,Et3N,2.5,MeCN,86.04,2467933.0,,
2379,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,AmPhos,0.125,Et3N,2.5,MeCN,81.14,483773.19,,
2380,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(Cy)3,0.125,Et3N,2.5,MeCN,58.71,1919144.88,,
2381,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,Et3N,2.5,MeCN,53.69,194185.56,,
2382,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,CataCXium A,0.125,Et3N,2.5,MeCN,82.92,2847765.5,,
2383,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,SPhos,0.125,Et3N,2.5,MeCN,74.65,348939.19,,
2384,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,dtbpf,0.125,Et3N,2.5,MeCN,40.37,1088689.88,,
2385,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,XPhos,0.125,Et3N,2.5,MeCN,60.58,174366.64,,
2386,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,dppf,0.125,Et3N,2.5,MeCN,48.24,521903.22,,
2387,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,Xantphos,0.125,Et3N,2.5,MeCN,8.86,26167.06,,
2388,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,,,Et3N,2.5,MeCN,12.7,650970.19,,
2389,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(tBu)3,0.125,,2.5,MeCN,90.41,550407.31,,
2390,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,,2.5,MeCN,73.11,1883057.13,,
2391,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,AmPhos,0.125,,2.5,MeCN,83.89,1302008.88,,
2392,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(Cy)3,0.125,,2.5,MeCN,51.13,2873167.75,,
2393,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,,2.5,MeCN,53.85,672963.0,,
2394,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,CataCXium A,0.125,,2.5,MeCN,75.67,4129624.0,,
2395,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,SPhos,0.125,,2.5,MeCN,58.46,469311.63,,
2396,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,dtbpf,0.125,,2.5,MeCN,41.67,1349799.0,,
2397,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,XPhos,0.125,,2.5,MeCN,56.14,242486.95,,
2398,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,dppf,0.125,,2.5,MeCN,38.48,1607199.13,,
2399,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,Xantphos,0.125,,2.5,MeCN,11.16,33651.5,,
2400,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,,,,2.5,MeCN,9.53,2851642.0,,
2401,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaOH,2.5,THF,91.58,5113190.5,,
2402,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,NaOH,2.5,THF,78.77,18349436.0,,
2403,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,AmPhos,0.125,NaOH,2.5,THF,91.57,4932781.0,,
2404,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaOH,2.5,THF,72.23,19999292.0,,
2405,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaOH,2.5,THF,55.9,2456293.5,,
2406,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,CataCXium A,0.125,NaOH,2.5,THF,95.99,22720840.0,,
2407,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,SPhos,0.125,NaOH,2.5,THF,87.24,4434007.5,,
2408,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,dtbpf,0.125,NaOH,2.5,THF,61.49,13084032.0,,
2409,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,XPhos,0.125,NaOH,2.5,THF,79.27,3451482.75,,
2410,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,dppf,0.125,NaOH,2.5,THF,13.81,1793194.63,,
2411,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,Xantphos,0.125,NaOH,2.5,THF,19.77,1005872.75,,
2412,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,,,NaOH,2.5,THF,6.93,1866425.63,,
2413,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaHCO3,2.5,THF,94.76,5085677.5,,
2414,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,NaHCO3,2.5,THF,84.05,24363024.0,,
2415,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,AmPhos,0.125,NaHCO3,2.5,THF,83.02,4304336.5,,
2416,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaHCO3,2.5,THF,51.05,14108942.0,,
2417,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaHCO3,2.5,THF,57.14,2524754.25,,
2418,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,CataCXium A,0.125,NaHCO3,2.5,THF,87.79,21320812.0,,
2419,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,SPhos,0.125,NaHCO3,2.5,THF,58.9,2638432.25,,
2420,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,dtbpf,0.125,NaHCO3,2.5,THF,40.24,9642127.0,,
2421,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,XPhos,0.125,NaHCO3,2.5,THF,46.82,2311960.0,,
2422,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,dppf,0.125,NaHCO3,2.5,THF,16.9,794619.81,,
2423,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,Xantphos,0.125,NaHCO3,2.5,THF,8.79,355918.34,,
2424,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,,,NaHCO3,2.5,THF,3.83,651686.38,,
2425,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(tBu)3,0.125,CsF,2.5,THF,62.75,2974275.5,,
2426,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,CsF,2.5,THF,67.34,18560288.0,,
2427,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,AmPhos,0.125,CsF,2.5,THF,72.45,3904949.5,,
2428,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(Cy)3,0.125,CsF,2.5,THF,35.86,9537899.0,,
2429,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,CsF,2.5,THF,50.31,2183918.5,,
2430,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,CataCXium A,0.125,CsF,2.5,THF,77.02,17796906.0,,
2431,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,SPhos,0.125,CsF,2.5,THF,44.12,1959838.5,,
2432,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,dtbpf,0.125,CsF,2.5,THF,38.9,9125126.0,,
2433,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,XPhos,0.125,CsF,2.5,THF,35.27,1712229.25,,
2434,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,dppf,0.125,CsF,2.5,THF,15.35,714527.06,,
2435,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,Xantphos,0.125,CsF,2.5,THF,3.89,293953.59,,
2436,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,,,CsF,2.5,THF,3.61,633596.38,,
2437,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(tBu)3,0.125,K3PO4,2.5,THF,63.86,3377126.5,,
2438,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,K3PO4,2.5,THF,57.83,15604753.0,,
2439,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,AmPhos,0.125,K3PO4,2.5,THF,69.6,3413721.75,,
2440,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(Cy)3,0.125,K3PO4,2.5,THF,30.49,9027810.0,,
2441,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,K3PO4,2.5,THF,35.36,1519040.25,,
2442,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,CataCXium A,0.125,K3PO4,2.5,THF,76.6,17149778.0,,
2443,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,SPhos,0.125,K3PO4,2.5,THF,43.0,2088695.88,,
2444,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,dtbpf,0.125,K3PO4,2.5,THF,36.78,7913578.0,,
2445,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,XPhos,0.125,K3PO4,2.5,THF,41.3,1806043.5,,
2446,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,dppf,0.125,K3PO4,2.5,THF,19.51,794036.5,,
2447,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,Xantphos,0.125,K3PO4,2.5,THF,10.61,582608.19,,
2448,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,,,K3PO4,2.5,THF,5.36,1445282.13,,
2449,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(tBu)3,0.125,KOH,2.5,THF,84.63,4054185.25,,
2450,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,KOH,2.5,THF,66.77,17768400.0,,
2451,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,AmPhos,0.125,KOH,2.5,THF,82.33,4492928.0,,
2452,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(Cy)3,0.125,KOH,2.5,THF,51.68,13422534.0,,
2453,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,KOH,2.5,THF,47.09,1934671.5,,
2454,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,CataCXium A,0.125,KOH,2.5,THF,87.49,18578022.0,,
2455,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,SPhos,0.125,KOH,2.5,THF,65.49,3571358.5,,
2456,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,dtbpf,0.125,KOH,2.5,THF,45.63,10142963.0,,
2457,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,XPhos,0.125,KOH,2.5,THF,58.58,2768333.25,,
2458,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,dppf,0.125,KOH,2.5,THF,23.22,1303409.63,,
2459,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,Xantphos,0.125,KOH,2.5,THF,20.59,1034554.94,,
2460,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,,,KOH,2.5,THF,5.9,1319045.63,,
2461,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(tBu)3,0.125,LiOtBu,2.5,THF,95.96,5394632.0,,
2462,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,LiOtBu,2.5,THF,84.07,22539278.0,,
2463,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,AmPhos,0.125,LiOtBu,2.5,THF,89.16,4820803.5,,
2464,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(Cy)3,0.125,LiOtBu,2.5,THF,69.93,19227640.0,,
2465,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,LiOtBu,2.5,THF,48.16,2130750.25,,
2466,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,CataCXium A,0.125,LiOtBu,2.5,THF,96.19,21473194.0,,
2467,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,SPhos,0.125,LiOtBu,2.5,THF,84.96,3864385.25,,
2468,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,dtbpf,0.125,LiOtBu,2.5,THF,44.69,10610566.0,,
2469,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,XPhos,0.125,LiOtBu,2.5,THF,62.77,3071446.0,,
2470,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,dppf,0.125,LiOtBu,2.5,THF,24.77,2392432.5,,
2471,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,Xantphos,0.125,LiOtBu,2.5,THF,15.31,751182.25,,
2472,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,,,LiOtBu,2.5,THF,3.9,674319.0,,
2473,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(tBu)3,0.125,Et3N,2.5,THF,96.75,5565561.5,,
2474,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,Et3N,2.5,THF,89.53,25680808.0,,
2475,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,AmPhos,0.125,Et3N,2.5,THF,83.51,4216151.0,,
2476,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(Cy)3,0.125,Et3N,2.5,THF,73.54,20813568.0,,
2477,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,Et3N,2.5,THF,50.25,2429481.75,,
2478,6-Bromoquinoline,"1b, 6-Br-Q",1.0,0.0004,"2b, Boronic Ester",1.0,Pd(OAc)2,0.0625,CataCXium A,0.125,Et3N,2.5,THF,94.07,23116500.0,,
